Date,Time,Defect Rate
8/29/2024,56:24.7,12%
8/29/2024,56:23.8,11%
8/29/2024,56:22.9,8%
8/29/2024,56:21.9,11%
8/29/2024,56:21.1,6%
8/29/2024,56:20.1,11%
8/29/2024,56:19.2,6%
8/29/2024,56:18.3,6%
8/29/2024,56:17.4,10%
8/29/2024,56:16.5,15%
8/29/2024,56:15.6,11%
8/29/2024,56:14.7,12%
8/29/2024,56:13.8,11%
8/29/2024,56:12.8,6%
8/29/2024,56:11.9,13%
8/29/2024,56:11.0,11%
8/29/2024,56:10.1,14%
8/29/2024,56:09.2,13%
8/29/2024,56:08.3,11%
8/29/2024,56:07.4,14%
8/29/2024,56:06.5,14%
8/29/2024,56:05.5,5%
8/29/2024,56:04.6,12%
8/29/2024,56:03.7,9%
8/29/2024,56:02.8,10%
8/29/2024,56:01.9,12%
8/29/2024,56:01.0,8%
8/29/2024,56:00.1,9%
8/29/2024,55:59.2,11%
8/29/2024,55:58.3,6%
8/29/2024,55:57.4,14%
8/29/2024,55:56.4,10%
8/29/2024,55:55.5,13%
8/29/2024,55:54.6,9%
8/29/2024,55:53.7,10%
8/29/2024,55:52.8,8%
8/29/2024,55:51.9,10%
8/29/2024,55:51.0,11%
8/29/2024,55:50.0,12%
8/29/2024,55:49.1,7%
8/29/2024,55:48.2,6%
8/29/2024,55:47.3,13%
8/29/2024,55:46.4,7%
8/29/2024,55:45.5,12%
8/29/2024,55:44.6,6%
8/29/2024,55:43.7,12%
8/29/2024,55:42.8,6%
8/29/2024,55:41.8,9%
8/29/2024,55:40.9,7%
8/29/2024,55:40.0,8%
8/29/2024,55:39.1,8%
8/29/2024,55:38.2,15%
8/29/2024,55:37.3,7%
8/29/2024,55:36.4,15%
8/29/2024,55:35.5,13%
8/29/2024,55:34.6,13%
8/29/2024,55:33.6,10%
8/29/2024,55:32.7,9%
8/29/2024,55:31.8,5%
8/29/2024,55:30.9,6%
8/29/2024,55:30.0,13%
8/29/2024,55:29.1,14%
8/29/2024,55:28.2,13%
8/29/2024,55:27.3,6%
8/29/2024,55:26.4,12%
8/29/2024,55:25.4,13%
8/29/2024,55:24.5,6%
8/29/2024,55:23.6,12%
8/29/2024,55:22.7,15%
8/29/2024,55:21.8,15%
8/29/2024,55:20.9,7%
8/29/2024,55:20.0,7%
8/29/2024,55:19.3,13%
8/29/2024,55:18.2,9%
8/29/2024,55:17.2,7%
8/29/2024,55:16.3,15%
8/29/2024,55:15.4,14%
8/29/2024,55:13.6,13%
8/29/2024,55:12.7,10%
8/29/2024,55:11.8,14%
8/29/2024,55:10.9,13%
8/29/2024,55:09.9,9%
8/29/2024,55:09.0,5%
8/29/2024,55:08.1,10%
8/29/2024,55:07.4,6%
8/29/2024,55:06.3,11%
8/29/2024,55:05.4,12%
8/29/2024,55:04.5,5%
8/29/2024,55:03.6,11%
8/29/2024,55:02.7,14%
8/29/2024,55:01.8,8%
8/29/2024,55:00.8,11%
8/29/2024,55:00.1,12%
8/29/2024,54:59.0,10%
8/29/2024,54:58.1,13%
8/29/2024,54:57.2,6%
8/29/2024,54:56.3,9%
8/29/2024,54:55.4,11%
8/29/2024,54:54.5,6%
8/29/2024,54:53.5,6%
8/29/2024,54:52.6,7%
8/29/2024,54:51.7,5%
8/29/2024,54:50.8,10%
8/29/2024,54:49.9,12%
8/29/2024,54:49.0,5%
8/29/2024,54:48.1,12%
8/29/2024,54:47.2,12%
8/29/2024,54:46.2,13%
8/29/2024,54:45.4,10%
8/29/2024,54:44.4,5%
8/29/2024,54:43.6,9%
8/29/2024,54:42.6,5%
8/29/2024,54:41.7,12%
8/29/2024,54:40.8,10%
8/29/2024,54:39.9,9%
8/29/2024,54:39.0,14%
8/29/2024,54:38.1,8%
8/29/2024,54:37.2,7%
8/29/2024,54:36.2,13%
8/29/2024,54:35.3,10%
8/29/2024,54:34.4,6%
8/29/2024,54:33.5,5%
8/29/2024,54:32.6,9%
8/29/2024,54:31.7,10%
8/29/2024,54:30.8,11%
8/29/2024,54:29.9,12%
8/29/2024,54:28.9,11%
8/29/2024,54:28.0,5%
8/29/2024,54:27.1,7%
8/29/2024,54:26.2,8%
8/29/2024,54:25.3,12%
8/29/2024,54:24.4,7%
8/29/2024,54:23.5,6%
8/29/2024,54:22.6,15%
8/29/2024,54:21.6,9%
8/29/2024,54:20.7,5%
8/29/2024,54:19.8,10%
8/29/2024,54:18.9,5%
8/29/2024,54:18.0,13%
8/29/2024,54:17.1,14%
8/29/2024,54:16.2,10%
8/29/2024,54:15.3,9%
8/29/2024,54:14.3,10%
8/29/2024,54:13.4,9%
8/29/2024,54:12.5,9%
8/29/2024,54:11.6,9%
8/29/2024,54:10.7,15%
8/29/2024,54:09.8,8%
8/29/2024,54:08.9,15%
8/29/2024,54:08.0,6%
8/29/2024,54:07.1,8%
8/29/2024,54:06.2,13%
8/29/2024,54:05.2,14%
8/29/2024,54:04.3,7%
8/29/2024,54:03.4,14%
8/29/2024,54:02.5,11%
8/29/2024,54:01.6,11%
8/29/2024,54:00.7,15%
8/29/2024,53:59.8,13%
8/29/2024,53:59.0,14%
8/29/2024,53:57.9,15%
8/29/2024,53:57.0,12%
8/29/2024,53:56.2,5%
8/29/2024,53:55.2,13%
8/29/2024,53:54.5,7%
8/29/2024,53:53.4,13%
8/29/2024,53:52.5,6%
8/29/2024,53:51.6,5%
8/29/2024,53:50.6,12%
8/29/2024,53:49.8,9%
8/29/2024,53:48.8,10%
8/29/2024,53:47.9,12%
8/29/2024,53:47.0,15%
8/29/2024,53:46.1,5%
8/29/2024,53:45.2,14%
8/29/2024,53:44.3,12%
8/29/2024,53:43.4,14%
8/29/2024,53:42.4,15%
8/29/2024,53:41.6,10%
8/29/2024,53:40.7,6%
8/29/2024,53:39.7,10%
8/29/2024,53:38.8,11%
8/29/2024,53:37.9,10%
8/29/2024,53:37.0,14%
8/29/2024,53:36.1,10%
8/29/2024,53:35.2,8%
8/29/2024,53:34.3,14%
8/29/2024,53:33.3,12%
8/29/2024,53:32.4,5%
8/29/2024,53:31.5,7%
8/29/2024,53:30.6,8%
8/29/2024,53:29.7,9%
8/29/2024,53:28.8,8%
8/29/2024,53:27.9,12%
8/29/2024,53:27.0,15%
8/29/2024,53:26.1,6%
8/29/2024,53:25.1,6%
8/29/2024,53:24.2,14%
8/29/2024,53:23.3,10%
8/29/2024,53:22.4,11%
8/29/2024,53:21.5,6%
8/29/2024,53:20.6,7%
8/29/2024,53:19.7,14%
8/29/2024,53:18.8,15%
8/29/2024,53:18.1,5%
8/29/2024,53:16.9,10%
8/29/2024,53:16.0,14%
8/29/2024,53:15.1,7%
8/29/2024,53:14.2,6%
8/29/2024,53:13.3,6%
8/29/2024,53:12.4,13%
8/29/2024,53:11.5,15%
8/29/2024,53:10.6,14%
8/29/2024,53:09.6,5%
8/29/2024,53:08.8,5%
8/29/2024,53:07.8,15%
8/29/2024,53:06.9,12%
8/29/2024,53:06.0,9%
8/29/2024,53:05.1,11%
8/29/2024,53:04.2,8%
8/29/2024,53:03.3,13%
8/29/2024,53:02.3,8%
8/29/2024,53:01.4,13%
8/29/2024,53:00.5,10%
8/29/2024,52:59.6,9%
8/29/2024,52:58.7,7%
8/29/2024,52:57.9,6%
8/29/2024,52:56.9,11%
8/29/2024,52:56.0,9%
8/29/2024,52:55.3,15%
8/29/2024,52:54.4,14%
8/29/2024,52:53.2,10%
8/29/2024,52:52.4,14%
8/29/2024,52:51.4,13%
8/29/2024,52:50.5,11%
8/29/2024,52:49.6,5%
8/29/2024,52:48.7,5%
8/29/2024,52:47.8,7%
8/29/2024,52:46.9,10%
8/29/2024,52:46.2,14%
8/29/2024,52:45.0,11%
8/29/2024,52:44.1,9%
8/29/2024,52:43.2,8%
8/29/2024,52:42.3,12%
8/29/2024,52:41.4,15%
8/29/2024,52:40.5,10%
8/29/2024,52:39.6,9%
8/29/2024,52:38.7,13%
8/29/2024,52:37.7,11%
8/29/2024,52:36.8,9%
8/29/2024,52:35.9,9%
8/29/2024,52:35.0,8%
8/29/2024,52:34.1,8%
8/29/2024,52:33.2,12%
8/29/2024,52:32.3,15%
8/29/2024,52:31.6,7%
8/29/2024,52:30.5,8%
8/29/2024,52:29.5,15%
8/29/2024,52:28.6,10%
8/29/2024,52:27.9,7%
8/29/2024,52:26.8,5%
8/29/2024,52:25.9,11%
8/29/2024,52:25.0,15%
8/29/2024,52:24.1,5%
8/29/2024,52:23.2,15%
8/29/2024,52:22.3,13%
8/29/2024,52:21.3,8%
8/29/2024,52:20.4,12%
8/29/2024,52:19.5,14%
8/29/2024,52:18.6,8%
8/29/2024,52:17.7,10%
8/29/2024,52:16.8,9%
8/29/2024,52:15.9,7%
8/29/2024,52:15.0,7%
8/29/2024,52:14.2,12%
8/29/2024,52:13.1,13%
8/29/2024,52:12.2,15%
8/29/2024,52:11.3,15%
8/29/2024,52:10.4,9%
8/29/2024,52:09.5,14%
8/29/2024,52:08.6,13%
8/29/2024,52:07.7,7%
8/29/2024,52:06.8,8%
8/29/2024,52:05.8,13%
8/29/2024,52:04.9,15%
8/29/2024,52:04.0,10%
8/29/2024,52:03.1,13%
8/29/2024,52:02.3,5%
8/29/2024,52:01.3,13%
8/29/2024,52:00.5,13%
8/29/2024,51:59.5,12%
8/29/2024,51:58.6,10%
8/29/2024,51:57.7,12%
8/29/2024,51:56.8,6%
8/29/2024,51:55.8,9%
8/29/2024,51:54.9,15%
8/29/2024,51:54.0,15%
8/29/2024,51:53.1,8%
8/29/2024,51:52.2,12%
8/29/2024,51:51.3,15%
8/29/2024,51:50.3,14%
8/29/2024,51:49.5,14%
8/29/2024,51:48.5,15%
8/29/2024,51:47.6,11%
8/29/2024,51:46.7,8%
8/29/2024,51:45.8,6%
8/29/2024,51:44.9,12%
8/29/2024,51:44.0,12%
8/29/2024,51:43.0,6%
8/29/2024,51:42.1,11%
8/29/2024,51:41.2,13%
8/29/2024,51:40.3,7%
8/29/2024,51:39.4,14%
8/29/2024,51:38.5,8%
8/29/2024,51:37.6,15%
8/29/2024,51:36.7,10%
8/29/2024,51:35.8,7%
8/29/2024,51:34.9,8%
8/29/2024,51:34.0,13%
8/29/2024,51:33.0,5%
8/29/2024,51:32.1,14%
8/29/2024,51:31.2,10%
8/29/2024,51:30.3,5%
8/29/2024,51:29.4,15%
8/29/2024,51:28.5,6%
8/29/2024,51:27.6,15%
8/29/2024,51:26.7,10%
8/29/2024,51:25.7,9%
8/29/2024,51:24.8,7%
8/29/2024,51:23.9,9%
8/29/2024,51:23.0,10%
8/29/2024,51:22.1,9%
8/29/2024,51:21.2,6%
8/29/2024,51:20.3,8%
8/29/2024,51:19.6,9%
8/29/2024,51:18.5,12%
8/29/2024,51:17.5,14%
8/29/2024,51:16.7,8%
8/29/2024,51:15.7,8%
8/29/2024,51:14.8,13%
8/29/2024,51:13.9,11%
8/29/2024,51:13.0,5%
8/29/2024,51:12.1,6%
8/29/2024,51:11.2,11%
8/29/2024,51:10.3,13%
8/29/2024,51:09.6,11%
8/29/2024,51:08.4,13%
8/29/2024,51:07.6,14%
8/29/2024,51:06.6,9%
8/29/2024,51:05.7,5%
8/29/2024,51:04.8,12%
8/29/2024,51:03.9,11%
8/29/2024,51:03.0,8%
8/29/2024,51:02.0,7%
8/29/2024,51:01.1,15%
8/29/2024,51:00.2,9%
8/29/2024,50:59.3,9%
8/29/2024,50:58.4,15%
8/29/2024,50:57.5,13%
8/29/2024,50:56.6,14%
8/29/2024,50:55.7,14%
8/29/2024,50:54.8,5%
8/29/2024,50:53.9,6%
8/29/2024,50:53.0,13%
8/29/2024,50:52.0,12%
8/29/2024,50:51.1,15%
8/29/2024,50:50.2,6%
8/29/2024,50:49.3,7%
8/29/2024,50:48.4,15%
8/29/2024,50:47.5,10%
8/29/2024,50:46.6,7%
8/29/2024,50:45.6,10%
8/29/2024,50:44.8,8%
8/29/2024,50:43.8,9%
8/29/2024,50:42.9,13%
8/29/2024,50:42.0,11%
8/29/2024,50:41.1,9%
8/29/2024,50:40.2,9%
8/29/2024,50:39.3,11%
8/29/2024,50:38.3,8%
8/29/2024,50:37.4,5%
8/29/2024,50:36.5,8%
8/29/2024,50:35.6,5%
8/29/2024,50:34.7,6%
8/29/2024,50:33.8,8%
8/29/2024,50:32.9,7%
8/29/2024,50:32.0,14%
8/29/2024,50:31.1,8%
8/29/2024,50:30.2,9%
8/29/2024,50:29.2,10%
8/29/2024,50:28.3,8%
8/29/2024,50:27.4,5%
8/29/2024,50:26.5,6%
8/29/2024,50:25.6,11%
8/29/2024,50:24.7,7%
8/29/2024,50:23.8,15%
8/29/2024,50:22.9,9%
8/29/2024,50:21.9,5%
8/29/2024,50:21.0,15%
8/29/2024,50:20.2,12%
8/29/2024,50:19.2,6%
8/29/2024,50:18.3,15%
8/29/2024,50:17.4,6%
8/29/2024,50:16.5,14%
8/29/2024,50:15.6,10%
8/29/2024,50:14.7,9%
8/29/2024,50:13.7,12%
8/29/2024,50:12.8,5%
8/29/2024,50:11.9,10%
8/29/2024,50:11.0,8%
8/29/2024,50:10.1,15%
8/29/2024,50:09.2,12%
8/29/2024,50:08.3,7%
8/29/2024,50:07.4,12%
8/29/2024,50:06.5,7%
8/29/2024,50:05.6,13%
8/29/2024,50:04.7,9%
8/29/2024,50:03.7,8%
8/29/2024,50:02.8,10%
8/29/2024,50:01.9,15%
8/29/2024,50:01.0,6%
8/29/2024,50:00.1,8%
8/29/2024,49:59.1,14%
8/29/2024,49:58.3,9%
8/29/2024,49:57.5,14%
8/29/2024,49:56.4,7%
8/29/2024,49:55.5,11%
8/29/2024,49:54.6,11%
8/29/2024,49:53.7,8%
8/29/2024,49:52.9,5%
8/29/2024,49:51.9,12%
8/29/2024,49:51.0,8%
8/29/2024,49:50.1,5%
8/29/2024,49:49.1,9%
8/29/2024,49:48.2,10%
8/29/2024,49:47.3,10%
8/29/2024,49:46.4,15%
8/29/2024,49:45.5,7%
8/29/2024,49:44.6,6%
8/29/2024,49:43.8,13%
8/29/2024,49:42.8,10%
8/29/2024,49:41.8,5%
8/29/2024,49:40.9,10%
8/29/2024,49:40.0,6%
8/29/2024,49:39.1,13%
8/29/2024,49:38.2,7%
8/29/2024,49:37.3,5%
8/29/2024,49:36.4,15%
8/29/2024,49:35.5,12%
8/29/2024,49:34.6,11%
8/29/2024,49:33.6,7%
8/29/2024,49:32.7,12%
8/29/2024,49:31.8,12%
8/29/2024,49:30.9,10%
8/29/2024,49:30.0,5%
8/29/2024,49:29.1,13%
8/29/2024,49:28.2,7%
8/29/2024,49:27.3,12%
8/29/2024,49:26.3,9%
8/29/2024,49:25.7,12%
8/29/2024,49:24.5,13%
8/29/2024,49:23.6,9%
8/29/2024,49:22.7,15%
8/29/2024,49:22.0,7%
8/29/2024,49:20.9,7%
8/29/2024,49:20.0,13%
8/29/2024,49:19.1,11%
8/29/2024,49:18.2,13%
8/29/2024,49:17.2,9%
8/29/2024,49:16.5,12%
8/29/2024,49:15.4,8%
8/29/2024,49:14.5,9%
8/29/2024,49:13.6,14%
8/29/2024,49:12.7,12%
8/29/2024,49:11.8,9%
8/29/2024,49:11.1,10%
8/29/2024,49:09.9,6%
8/29/2024,49:09.0,14%
8/29/2024,49:08.1,8%
8/29/2024,49:07.2,12%
8/29/2024,49:06.3,5%
8/29/2024,49:05.4,11%
8/29/2024,49:04.5,13%
8/29/2024,49:03.6,9%
8/29/2024,49:02.7,14%
8/29/2024,49:01.7,8%
8/29/2024,49:00.8,9%
8/29/2024,49:00.1,13%
8/29/2024,48:59.0,13%
8/29/2024,48:58.1,13%
8/29/2024,48:57.2,11%
8/29/2024,48:56.3,7%
8/29/2024,48:55.4,6%
8/29/2024,48:54.5,9%
8/29/2024,48:53.5,6%
8/29/2024,48:52.6,8%
8/29/2024,48:51.7,10%
8/29/2024,48:50.8,5%
8/29/2024,48:49.9,7%
8/29/2024,48:49.0,9%
8/29/2024,48:48.1,5%
8/29/2024,48:47.2,5%
8/29/2024,48:46.2,10%
8/29/2024,48:45.3,11%
8/29/2024,48:44.4,14%
8/29/2024,48:43.5,5%
8/29/2024,48:42.6,8%
8/29/2024,48:41.7,6%
8/29/2024,48:40.8,14%
8/29/2024,48:39.9,9%
8/29/2024,48:38.9,10%
8/29/2024,48:38.0,12%
8/29/2024,48:37.2,11%
8/29/2024,48:36.2,13%
8/29/2024,48:35.5,11%
8/29/2024,48:34.4,14%
8/29/2024,48:33.5,8%
8/29/2024,48:32.6,15%
8/29/2024,48:31.7,12%
8/29/2024,48:30.8,7%
8/29/2024,48:30.0,11%
8/29/2024,48:28.9,8%
8/29/2024,48:28.0,14%
8/29/2024,48:27.1,9%
8/29/2024,48:26.4,13%
8/29/2024,48:25.3,9%
8/29/2024,48:24.4,11%
8/29/2024,48:23.5,7%
8/29/2024,48:22.5,13%
8/29/2024,48:21.6,5%
8/29/2024,48:20.7,15%
8/29/2024,48:19.8,10%
8/29/2024,48:18.9,10%
8/29/2024,48:18.0,9%
8/29/2024,48:17.1,6%
8/29/2024,48:16.2,13%
8/29/2024,48:15.3,11%
8/29/2024,48:14.3,11%
8/29/2024,48:13.4,10%
8/29/2024,48:12.5,12%
8/29/2024,48:11.6,7%
8/29/2024,48:10.7,8%
8/29/2024,48:09.8,7%
8/29/2024,48:08.9,15%
8/29/2024,48:08.0,11%
8/29/2024,48:07.1,12%
8/29/2024,48:06.2,8%
8/29/2024,48:05.2,11%
8/29/2024,48:04.3,9%
8/29/2024,48:03.4,10%
8/29/2024,48:02.5,6%
8/29/2024,48:01.6,9%
8/29/2024,48:00.7,12%
8/29/2024,47:59.8,9%
8/29/2024,47:58.9,9%
8/29/2024,47:58.0,7%
8/29/2024,47:57.0,5%
8/29/2024,47:56.1,13%
8/29/2024,47:55.2,12%
8/29/2024,47:54.3,11%
8/29/2024,47:53.4,8%
8/29/2024,47:52.5,5%
8/29/2024,47:51.6,8%
8/29/2024,47:50.6,12%
8/29/2024,47:49.7,9%
8/29/2024,47:48.8,6%
8/29/2024,47:47.9,5%
8/29/2024,47:47.0,7%
8/29/2024,47:46.1,10%
8/29/2024,47:45.2,11%
8/29/2024,47:44.3,5%
8/29/2024,47:43.4,10%
8/29/2024,47:42.4,13%
8/29/2024,47:41.5,14%
8/29/2024,47:40.7,14%
8/29/2024,47:39.7,8%
8/29/2024,47:38.8,11%
8/29/2024,47:37.9,7%
8/29/2024,47:37.0,10%
8/29/2024,47:36.1,15%
8/29/2024,47:35.2,6%
8/29/2024,47:34.2,9%
8/29/2024,47:33.3,14%
8/29/2024,47:32.4,11%
8/29/2024,47:31.5,15%
8/29/2024,47:30.6,12%
8/29/2024,47:29.7,8%
8/29/2024,47:28.8,13%
8/29/2024,47:27.9,11%
8/29/2024,47:27.0,15%
8/29/2024,47:26.0,12%
8/29/2024,47:25.1,7%
8/29/2024,47:24.2,6%
8/29/2024,47:23.3,8%
8/29/2024,47:22.4,8%
8/29/2024,47:14.3,10%
8/29/2024,47:13.4,11%
8/29/2024,47:12.5,12%
8/29/2024,47:11.6,14%
8/29/2024,47:10.9,11%
8/29/2024,47:09.8,6%
8/29/2024,47:08.9,7%
8/29/2024,47:08.0,7%
8/29/2024,47:07.1,11%
8/29/2024,47:06.1,10%
8/29/2024,47:05.2,8%
8/29/2024,47:04.3,7%
8/29/2024,47:03.4,5%
8/29/2024,47:02.5,8%
8/29/2024,47:01.6,10%
8/29/2024,47:00.7,5%
8/29/2024,46:59.8,11%
8/29/2024,46:58.9,5%
8/29/2024,46:58.0,15%
8/29/2024,46:57.0,6%
8/29/2024,46:56.1,6%
8/29/2024,46:55.2,12%
8/29/2024,46:54.3,12%
8/29/2024,46:53.4,7%
8/29/2024,46:52.5,10%
8/29/2024,46:51.6,13%
8/29/2024,46:50.7,12%
8/29/2024,46:49.7,14%
8/29/2024,46:49.0,9%
8/29/2024,46:47.9,13%
8/29/2024,46:47.0,15%
8/29/2024,46:46.1,13%
8/29/2024,46:45.2,7%
8/29/2024,46:44.3,6%
8/29/2024,46:43.4,13%
8/29/2024,46:42.5,14%
8/29/2024,46:41.8,8%
8/29/2024,46:40.6,5%
8/29/2024,46:39.7,14%
8/29/2024,46:38.8,6%
8/29/2024,46:37.9,8%
8/29/2024,46:37.0,12%
8/29/2024,46:36.1,9%
8/29/2024,46:35.2,15%
8/29/2024,46:34.3,12%
8/29/2024,46:33.3,12%
8/29/2024,46:32.5,15%
8/29/2024,46:31.5,10%
8/29/2024,46:30.6,5%
8/29/2024,46:29.7,7%
8/29/2024,46:28.8,13%
8/29/2024,46:27.9,10%
8/29/2024,46:27.0,15%
8/29/2024,46:26.1,15%
8/29/2024,46:25.1,5%
8/29/2024,46:24.2,14%
8/29/2024,46:23.3,15%
8/29/2024,46:22.4,10%
8/29/2024,46:21.5,12%
8/29/2024,46:20.6,15%
8/29/2024,46:19.7,14%
8/29/2024,46:18.7,10%
8/29/2024,46:17.8,7%
8/29/2024,46:17.0,11%
8/29/2024,46:16.1,15%
8/29/2024,46:15.1,5%
8/29/2024,46:14.2,5%
8/29/2024,46:13.3,10%
8/29/2024,46:12.4,12%
8/29/2024,46:11.5,11%
8/29/2024,46:10.6,8%
8/29/2024,46:09.6,5%
8/29/2024,46:08.7,14%
8/29/2024,46:07.8,6%
8/29/2024,46:06.9,14%
8/29/2024,46:06.0,7%
8/29/2024,46:05.1,9%
8/29/2024,46:04.2,14%
8/29/2024,46:03.3,11%
8/29/2024,46:02.4,10%
8/29/2024,46:01.4,11%
8/29/2024,46:00.5,6%
8/29/2024,45:59.6,8%
8/29/2024,45:58.7,12%
8/29/2024,45:57.8,13%
8/29/2024,45:56.9,14%
8/29/2024,45:56.0,7%
8/29/2024,45:55.1,11%
8/29/2024,45:54.1,8%
8/29/2024,45:53.2,14%
8/29/2024,45:52.3,8%
8/29/2024,45:51.4,12%
8/29/2024,45:50.5,13%
8/29/2024,45:49.6,6%
8/29/2024,45:48.7,10%
8/29/2024,45:47.8,9%
8/29/2024,45:47.1,7%
8/29/2024,45:45.9,11%
8/29/2024,45:45.0,11%
8/29/2024,45:44.1,10%
8/29/2024,45:43.2,9%
8/29/2024,45:42.3,5%
8/29/2024,45:41.4,13%
8/29/2024,45:40.5,9%
8/29/2024,45:39.6,12%
8/29/2024,45:38.6,12%
8/29/2024,45:37.7,7%
8/29/2024,45:36.8,13%
8/29/2024,45:36.1,10%
8/29/2024,45:35.0,14%
8/29/2024,45:34.1,10%
8/29/2024,45:33.2,7%
8/29/2024,45:32.3,10%
8/29/2024,45:31.4,6%
8/29/2024,45:30.4,11%
8/29/2024,45:29.6,8%
8/29/2024,45:28.6,7%
8/29/2024,45:27.7,7%
8/29/2024,45:26.8,10%
8/29/2024,45:25.9,6%
8/29/2024,45:25.0,6%
8/29/2024,45:24.1,13%
8/29/2024,45:23.2,14%
8/29/2024,45:22.3,13%
8/29/2024,45:21.5,7%
8/29/2024,45:20.4,11%
8/29/2024,45:19.5,11%
8/29/2024,45:18.6,5%
8/29/2024,45:17.9,9%
8/29/2024,45:16.8,7%
8/29/2024,45:15.9,10%
8/29/2024,45:15.0,12%
8/29/2024,45:14.0,13%
8/29/2024,45:13.1,13%
8/29/2024,45:12.2,11%
8/29/2024,45:11.3,6%
8/29/2024,45:10.4,13%
8/29/2024,45:09.5,15%
8/29/2024,45:08.6,11%
8/29/2024,45:07.7,12%
8/29/2024,45:06.8,6%
8/29/2024,45:05.8,14%
8/29/2024,45:04.9,10%
8/29/2024,45:04.0,14%
8/29/2024,45:03.1,5%
8/29/2024,45:02.2,14%
8/29/2024,45:01.3,11%
8/29/2024,45:00.4,6%
8/29/2024,44:59.5,9%
8/29/2024,44:58.6,15%
8/29/2024,44:57.7,11%
8/29/2024,44:56.7,11%
8/29/2024,44:55.8,5%
8/29/2024,44:54.9,7%
8/29/2024,44:54.0,6%
8/29/2024,44:53.1,12%
8/29/2024,44:52.2,7%
8/29/2024,44:51.2,5%
8/29/2024,44:50.3,9%
8/29/2024,44:49.4,9%
8/29/2024,44:48.5,14%
8/29/2024,44:47.6,15%
8/29/2024,44:46.7,13%
8/29/2024,44:45.8,14%
8/29/2024,44:44.9,15%
8/29/2024,44:44.0,12%
8/29/2024,44:43.1,8%
8/29/2024,44:42.2,11%
8/29/2024,44:41.3,5%
8/29/2024,44:40.3,14%
8/29/2024,44:39.4,11%
8/29/2024,44:38.5,13%
8/29/2024,44:37.6,5%
8/29/2024,44:36.7,11%
8/29/2024,44:35.8,6%
8/29/2024,44:34.9,9%
8/29/2024,44:34.0,7%
8/29/2024,44:33.1,14%
8/29/2024,44:32.1,6%
8/29/2024,44:31.2,14%
8/29/2024,44:30.3,8%
8/29/2024,44:29.4,15%
8/29/2024,44:28.5,9%
8/29/2024,44:27.6,12%
8/29/2024,44:26.7,8%
8/29/2024,44:25.7,12%
8/29/2024,44:24.8,6%
8/29/2024,44:23.9,12%
8/29/2024,44:23.0,9%
8/29/2024,44:22.1,10%
8/29/2024,44:21.2,8%
8/29/2024,44:20.3,9%
8/29/2024,44:19.4,11%
8/29/2024,44:18.4,7%
8/29/2024,44:17.5,8%
8/29/2024,44:16.6,11%
8/29/2024,44:15.7,7%
8/29/2024,44:14.8,11%
8/29/2024,44:13.9,7%
8/29/2024,44:13.0,10%
8/29/2024,44:12.3,10%
8/29/2024,44:11.2,13%
8/29/2024,44:10.2,10%
8/29/2024,44:09.3,8%
8/29/2024,44:08.5,8%
8/29/2024,44:07.5,15%
8/29/2024,44:06.6,5%
8/29/2024,44:05.7,11%
8/29/2024,44:04.8,9%
8/29/2024,44:03.9,14%
8/29/2024,44:03.0,13%
8/29/2024,44:02.0,7%
8/29/2024,44:01.3,8%
8/29/2024,44:00.2,5%
8/29/2024,43:59.3,13%
8/29/2024,43:58.4,11%
8/29/2024,43:57.7,8%
8/29/2024,43:56.6,13%
8/29/2024,43:55.7,13%
8/29/2024,43:54.8,11%
8/29/2024,43:53.8,12%
8/29/2024,43:52.9,8%
8/29/2024,43:52.0,5%
8/29/2024,43:51.1,14%
8/29/2024,43:50.2,15%
8/29/2024,43:49.3,12%
8/29/2024,43:48.4,14%
8/29/2024,43:47.5,11%
8/29/2024,43:46.5,15%
8/29/2024,43:45.7,7%
8/29/2024,43:44.7,13%
8/29/2024,43:43.8,8%
8/29/2024,43:42.9,15%
8/29/2024,43:42.0,6%
8/29/2024,43:41.1,9%
8/29/2024,43:40.2,8%
8/29/2024,43:39.3,10%
8/29/2024,43:38.4,15%
8/29/2024,43:37.4,12%
8/29/2024,43:36.5,15%
8/29/2024,43:35.6,13%
8/29/2024,43:34.7,5%
8/29/2024,43:33.8,14%
8/29/2024,43:32.9,12%
8/29/2024,43:32.0,10%
8/29/2024,43:31.0,14%
8/29/2024,43:30.2,14%
8/29/2024,43:29.2,15%
8/29/2024,43:28.3,13%
8/29/2024,43:27.4,8%
8/29/2024,43:26.5,12%
8/29/2024,43:25.6,15%
8/29/2024,43:24.7,10%
8/29/2024,43:23.8,13%
8/29/2024,43:22.9,5%
8/29/2024,43:21.9,14%
8/29/2024,43:21.0,12%
8/29/2024,43:20.1,12%
8/29/2024,43:19.2,15%
8/29/2024,43:18.5,5%
8/29/2024,43:17.4,12%
8/29/2024,43:16.5,11%
8/29/2024,43:15.6,14%
8/29/2024,43:14.7,10%
8/29/2024,43:13.7,14%
8/29/2024,43:12.8,12%
8/29/2024,43:11.9,14%
8/29/2024,43:11.0,15%
8/29/2024,43:10.1,11%
8/29/2024,43:09.2,11%
8/29/2024,43:08.3,15%
8/29/2024,43:07.4,7%
8/29/2024,43:06.5,15%
8/29/2024,43:05.5,12%
8/29/2024,43:04.6,10%
8/29/2024,43:03.7,15%
8/29/2024,43:02.8,5%
8/29/2024,43:01.9,12%
8/29/2024,43:01.0,5%
